user_id,vehicle_model,battery_capacity_kwh,station_id,city,start_time,end_time,energy_consumed_kwh,duration_hours,charging_rate_kw,cost_usd,time_of_day,day_of_week,soc_start_pct,soc_end_pct,distance_km,temperature_c,vehicle_age,charger_type,user_type,has_distance_data,has_energy_data,km_per_kwh,cost_per_km_usd,cost_per_kwh_usd,kwh_per_hour (kW),battery_used_pct,cost_sa_zar,cost_per_km_sa_zar,petrol_cost_equivalent_zar,savings_vs_petrol_zar,savings_pct
User_11,BMW i3,50.0,Station_206,Los Angeles,2024-01-01 10:00:00,2024-01-01 13:59:00,18.20619747737872,2.6486354477276968,10.310701112892176,38.221230704051806,Night,Thursday,76.08656557040186,82.2655816267944,64.63464374887128,0.5004335643954789,3.0,DC Fast Charger,Casual Driver,True,True,3.550145154098219,0.5913427921495934,2.0993527479607894,6.87380269451505,6.179016056392541,133.81555145873358,2.070337882245547,95.0129263108408,-38.80262514789278,-40.839311717384156
User_12,Chevy Bolt,85.0,Station_78,San Francisco,2024-01-01 11:00:00,2024-01-01 14:55:00,22.564929484106763,2.0578886215204486,4.46482262892762,14.0508613520737,Evening,Sunday,14.618902372078484,85.85749415419053,194.7638066817377,34.26261127319235,0.0,DC Fast Charger,Long-Distance Traveler,True,True,8.631261481181069,0.07214308239022112,0.6226858081683877,10.965087832321514,71.23859178211205,165.8522317081847,0.8515557101387055,286.30279582215445,120.45056411396976,42.07104012661868
User_13,Hyundai Kona,100.0,Station_16,San Francisco,2024-01-01 12:00:00,2024-01-01 13:00:00,34.256452908516025,3.0655847520228034,5.523688619042968,10.972135997218215,Afternoon,Monday,19.20544694977322,51.62648272929986,249.12759651542487,23.662965362338845,0.0,Level 2,Casual Driver,True,True,7.272428268645779,0.04404223438385265,0.32029399034745315,11.174524823008777,32.42103577952664,201.4279431020742,0.8085332412766351,366.2175668776746,164.78962377560038,44.997738688664285
User_14,Nissan Leaf,75.0,Station_327,Houston,2024-01-01 13:00:00,2024-01-01 15:54:00,16.56106432522506,3.5909657181461028,19.76909871755716,37.44185660286842,Morning,Friday,25.775415389763285,69.2012290988145,159.2316102189639,34.11034863859677,7.0,Level 2,Commuter,True,True,9.614817447235534,0.23514085269489557,2.260836373048723,4.611869236606077,43.42581370905121,97.37905823232336,0.6115560729330982,234.07046702187696,136.6914087895536,58.397546058972914
User_15,BMW i3,85.0,Station_96,Houston,2024-01-01 14:00:00,2024-01-01 17:32:00,12.927545290947553,3.4218093378407497,24.21115011711917,18.552815677456245,Afternoon,Monday,71.68354383511853,63.70663794066834,155.36060543681995,39.50544568765913,4.0,Level 1,Casual Driver,True,True,12.01779625909417,0.11941776118400275,1.4351383236265092,3.777985274628179,-7.976905894450191,38.78263587284266,0.24962979362625026,228.38008999212536,189.5974541192827,83.01838138596938
User_16,Nissan Leaf,100.0,Station_147,Los Angeles,2024-01-01 15:00:00,2024-01-01 17:19:00,27.354317884610715,2.703286127534274,11.112498841670842,33.093492711055774,Evening,Monday,10.677153729384765,72.40347015226732,247.6594369214761,-8.30213689912669,1.5352340877952697,DC Fast Charger,Long-Distance Traveler,True,True,9.053760286262046,0.13362500182679704,1.2098087347911484,10.118913275954693,61.726316422882554,201.05423645188876,0.8118173849988839,364.0593722745699,163.00513582268115,44.77432755109634
User_17,BMW i3,97.681812229825,Station_2,New York,2024-01-01 16:00:00,2024-01-01 18:02:00,24.726937680708804,3.4586802787724484,49.40273861566977,17.49480846107398,Evening,Thursday,67.59197091077596,89.94222936485875,237.3064209427689,4.41532961880046,7.0,DC Fast Charger,Commuter,True,True,9.597080884298425,0.07372244034346291,0.707520222964079,7.149240660511374,22.35025845408279,181.7429919532097,0.7658578778913049,348.84043878587033,167.09744683266064,47.900824633244575
User_18,Hyundai Kona,50.0,Station_10,Chicago,2024-01-01 17:00:00,2024-01-01 20:13:00,23.824040473705303,0.8482182678183041,6.614280124746195,6.430589211997161,Evening,Friday,57.59519511951953,74.96195034708379,22.00682916343814,18.40570905025936,6.0,Level 2,Casual Driver,True,True,0.9237236306632023,0.29220880319645764,0.26992017660038103,28.087157961102324,17.366755227564255,140.0853579853872,6.365540303194755,32.350038870254075,-107.73531911513311,-333.0299525982825
User_19,Tesla Model 3,100.0,Station_434,New York,2024-01-01 18:00:00,2024-01-01 21:03:00,42.63801819167288,0.8075321582617996,20.49084604597367,25.0787937101842,Evening,Saturday,55.51705087402344,52.7134886858277,280.8620709755801,37.430356532255,0.0,Level 1,Long-Distance Traveler,True,True,6.5871277063818106,0.0892922053272359,0.5881791596749691,52.800396560615674,-2.803562188195741,127.91405457501864,0.4554337085484935,412.8672443341028,284.9531897590841,69.01811506472833
User_20,BMW i3,50.0,Station_125,Los Angeles,2024-01-01 19:00:00,2024-01-01 20:22:00,48.48248430757049,2.5809253540076567,45.29143534649799,7.090844200594135,Morning,Wednesday,12.754877571721774,116.0956568894014,243.25576946966927,9.202409891916812,3.0,Level 2,Long-Distance Traveler,True,True,5.017394899289126,0.02914974726417853,0.1462557932388565,18.78492310220711,103.34077931767962,285.07700772851445,1.1719229038226766,357.58598112041386,72.50897339189942,20.277353481450568
User_21,Nissan Leaf,50.0,Station_81,Los Angeles,2024-01-01 20:00:00,2024-01-01 22:54:00,50.27906667357191,3.16887289218907,30.48996023396868,28.872894608008124,Night,Tuesday,16.545512365179043,77.93632713949575,15.420444595980063,33.980310103059054,3.0,Level 2,Casual Driver,True,True,0.3066971130569033,1.8723775717552893,0.574252795809842,15.86654573539519,61.3908147743167,295.6409120406028,19.172009613631573,22.668053556090697,-272.97285848451213,-1204.218341063372
User_22,Hyundai Kona,62.0,Station_485,New York,2024-01-01 21:00:00,2024-01-01 22:55:00,59.1350316162392,2.9317614950957465,,34.85323440188442,Evening,Sunday,71.5303121297424,75.97435158703122,219.6263569214341,-2.755069331695,5.0,Level 1,Commuter,True,True,3.713980544505569,0.15869331391018932,0.5893838804055581,20.170478299534373,4.444039457288824,177.40509484871762,0.8077586740291827,322.8507446745082,145.44564982579055,45.050430338150846
User_23,BMW i3,75.0,Station_140,Chicago,2024-01-01 22:00:00,2024-01-02 01:02:00,49.19642958971384,2.5628173042684104,19.194882837079632,14.856131218606723,Afternoon,Saturday,49.02423910950519,64.48187393759193,298.18812231836336,39.95893731677202,4.257936702758294,DC Fast Charger,Long-Distance Traveler,True,True,6.061174048710022,0.0498213379631045,0.3019758007339804,19.196229675746473,15.45763482808674,361.5937574843967,1.2126363541011125,438.3365398079942,76.74278232359751,17.507731013529778
User_24,Tesla Model 3,100.0,Station_326,New York,2024-01-01 23:00:00,2024-01-01 23:31:00,68.44712632026376,2.0714292092234388,49.71030696901287,38.40606169605943,Morning,Friday,19.23313912730544,74.00615088095063,280.91546822652094,3.580839953900103,5.0,DC Fast Charger,Commuter,True,True,4.104123625469955,0.13671750416068243,0.5611055388411438,33.04343011843693,54.77301175364519,503.0863784539386,1.79088172548856,412.9457382929858,-90.14064016095278,-21.828688808745575
User_25,Tesla Model 3,100.0,Station_150,Houston,2024-01-02 00:00:00,2024-01-02 01:55:00,27.60438468247694,0.9571376601264636,11.238538626794044,24.03753468851581,Morning,Wednesday,65.48688658113335,65.35209627449626,173.47152650529225,35.977821918048456,4.0,Level 1,Long-Distance Traveler,True,True,6.284201894034997,0.13856760917926478,0.870786832056237,28.84055850318298,-0.13479030663708613,82.81315404743083,0.47738759043493156,255.00314396277963,172.1899899153488,67.52465371190942
User_26,Chevy Bolt,75.0,Station_288,San Francisco,2024-01-02 01:00:00,2024-01-02 03:42:00,40.178003499947216,3.604173535372616,12.31861479590845,38.76319382514176,Morning,Saturday,80.34408372714871,79.99556313119572,82.75461394014503,21.53684396835515,1.0,DC Fast Charger,Commuter,True,True,2.0596995054832368,0.4684112701338744,0.9647864614575159,11.147632905470916,-0.3485205959529907,295.308325724612,3.568481703487897,121.64928249201321,-173.6590432325988,-142.75385738012903
User_27,Chevy Bolt,75.0,Station_361,Houston,2024-01-02 02:00:00,2024-01-02 02:33:00,43.487751224792326,3.652540335433942,36.18237188372349,27.44831088430594,Afternoon,Thursday,88.74847907153811,87.82402899882813,80.91266512306521,29.872209873061493,0.3612151658030595,Level 1,Commuter,True,True,1.860585172703457,0.33923380032727957,0.6311733789687816,11.906165909493163,-0.9244500727099876,130.46325367437697,1.6123959515602053,118.94161773090588,-11.521635943471097,-9.686799425864297
User_28,Nissan Leaf,50.0,Station_340,San Francisco,2024-01-02 03:00:00,2024-01-02 06:13:00,10.338517723856468,1.547713717696371,45.7767311942711,9.855826892937216,Night,Sunday,98.3327953116332,94.50485176968456,162.6865443608225,5.504758728380647,0.0,Level 1,Long-Distance Traveler,True,True,15.73596415909971,0.06058169673257044,0.9533114084811765,6.679864373913024,-3.827943541948642,31.0155531715694,0.19064608750174203,239.1492202104091,208.13366703883972,87.03087840124203
User_30,BMW i3,75.0,Station_438,Chicago,2024-01-02 05:00:00,2024-01-02 07:58:00,56.59325685914933,3.153257254972797,45.81173100244055,33.13209178024766,Afternoon,Friday,29.207671702279008,85.00810624066354,186.15573210131024,12.333415373869066,0.0,DC Fast Charger,Casual Driver,True,True,3.289362415819594,0.17798050807383367,0.5854423940065442,17.947554634148478,55.80043453838453,415.96043791474756,2.2344755824568017,273.64892618892605,-142.3115117258215,-52.00514166372802
User_32,BMW i3,100.0,Station_58,Chicago,2024-01-02 07:00:00,2024-01-02 09:27:00,38.28919933554271,2.0076640542660726,12.064391459035129,17.011782945517666,Evening,Wednesday,75.6447784790562,65.61730718592959,238.9093109631085,2.273162900972052,6.0,Level 1,Commuter,True,True,6.239600595182365,0.07120602741240405,0.44429717102300803,19.0715170967883,-10.02747129312661,114.86759800662813,0.4808000054228341,351.1966871157696,236.32908910914145,67.29251663790244
User_33,BMW i3,100.0,Station_198,New York,2024-01-02 08:00:00,2024-01-02 09:58:00,16.136238725396332,1.306927271746284,21.517815048554308,26.438194237490425,Evening,Monday,23.603991432132744,88.2000728013921,35.50388319357353,39.38401391534167,1.0,Level 2,Casual Driver,True,True,2.2002576807254997,0.7446564110563528,1.6384359879282253,12.346699831150884,64.59608136925935,94.88108370533043,2.6724142592521996,52.1907082945531,-42.69037541077733,-81.79688838450335
User_34,Tesla Model 3,62.0,Station_211,Houston,2024-01-02 09:00:00,2024-01-02 12:03:00,60.06708508895625,0.9991001884039166,7.651570046980447,18.034390040505443,Afternoon,Monday,22.88146662593892,51.43427868199236,46.35755886056615,13.991597483206988,1.0,Level 2,Casual Driver,True,True,0.7717630844232412,0.38902803520670964,0.3002374763782435,60.121182826433724,28.55281205605344,353.19446032306274,7.618918446189064,68.14561152503225,-285.04884879803046,-418.2937718495961
User_35,Chevy Bolt,75.0,Station_402,Houston,2024-01-02 10:00:00,2024-01-02 13:32:00,57.72437946101146,1.8735815970397776,4.48564710517362,35.50300017025295,Afternoon,Friday,41.87247964240577,79.64797277486439,157.61465400806637,28.429807376567297,1.8091728675018728,DC Fast Charger,Long-Distance Traveler,True,True,2.730469439078568,0.2252518992836541,0.6150434270884211,30.809642639645293,37.775493132458614,424.2741890384342,2.691844814231047,231.6935413918576,-192.5806476465766,-83.11869484564944
User_36,Hyundai Kona,75.0,Station_390,New York,2024-01-02 11:00:00,2024-01-02 14:16:00,37.37451606078376,2.8916769844807484,18.865801960923783,29.86624992587584,Evening,Tuesday,24.49220858439769,73.38017572592224,76.20353921863803,59.931973865971024,4.0,Level 1,Commuter,True,True,2.0389170817544495,0.39192733345606984,0.7991073349900529,12.924858572159994,48.887967141524555,112.12354818235129,1.471369300324149,112.01920265139792,-0.10434553095336696,-0.09314968191488444
User_37,Chevy Bolt,75.0,Station_45,Chicago,2024-01-02 12:00:00,2024-01-02 15:10:00,39.940563619980615,3.470003433537161,28.62519932675557,15.85532743055342,Evening,Thursday,85.85755579960261,50.403654740892144,102.43030218211146,31.46130901681466,1.0,DC Fast Charger,Casual Driver,True,True,2.564568270911175,0.15479137611411256,0.39697305179293096,11.51023749255114,-35.453901058710464,293.5631426068575,2.8659794646014984,150.57254420770386,-142.99059839915367,-94.96458942867336
User_38,Hyundai Kona,75.0,Station_97,New York,2024-01-02 13:00:00,2024-01-02 13:43:00,73.38661952275571,1.0404523051899732,38.45083190087793,15.882703983823514,Night,Wednesday,49.27538752823665,94.59708190417813,42.09574394400221,33.92957037271362,6.0,DC Fast Charger,Long-Distance Traveler,True,True,0.5736160654047999,0.3772995199930771,0.21642506613754853,70.53338164247351,45.321694375941476,539.3916534922545,12.813448651953491,61.88074359768326,-477.5109098945712,-771.6631736022782
User_39,Tesla Model 3,85.0,Station_279,Los Angeles,2024-01-02 14:00:00,2024-01-02 15:25:00,61.52075986084904,1.2804107080349374,12.510248962442,26.50571298106416,Afternoon,Monday,87.98462138000619,79.3884433831648,141.24375349788664,5.761050673536548,7.0,Level 2,Commuter,True,True,2.2958714069422963,0.18765936421719884,0.4308417685512371,48.04767679213315,-8.59617799684139,361.74206798179233,2.561119051450335,207.6283176418934,-154.11375033989893,-74.2257858129479
User_40,Nissan Leaf,100.0,Station_23,Houston,2024-01-02 15:00:00,2024-01-02 16:50:00,68.17785003637414,3.2424460582484915,23.31161908295264,8.498571936835022,Morning,Thursday,17.040420024456118,56.07865100803714,130.37601376208403,-3.191455365646359,2.0,Level 2,Long-Distance Traveler,True,True,1.912292829599731,0.06518508805111649,0.12465297647697716,21.02667209002161,39.03823098358102,400.8857582138799,3.074842884408432,191.65274023026356,-209.23301798361635,-109.17298533390691
User_41,BMW i3,79.7992037611215,Station_410,Los Angeles,2024-01-02 16:00:00,2024-01-02 18:58:00,67.51805822343026,1.9623405401552507,6.897878329777162,29.222361949491813,Night,Sunday,80.86258863357027,62.52531776559165,119.63099233488512,35.233158486596466,1.9692327223244,Level 2,Casual Driver,True,True,1.771836979360442,0.24427083132177943,0.4328080919150457,34.40690177969241,-18.337270867978617,397.00618235376993,3.3185897283408266,175.85755873228115,-221.14862362148878,-125.75440328849159
User_42,Tesla Model 3,100.0,Station_461,Houston,2024-01-02 17:00:00,2024-01-02 18:15:00,39.398742356080696,2.3977153605176023,20.46036486895017,26.61971774881356,Morning,Saturday,28.252298260726327,96.287092238838,111.01653950164392,19.78108389153856,2.941663235080507,Level 2,Commuter,True,True,2.8177686104366204,0.2397815484819663,0.6756489206743713,16.431784608317965,68.03479397811168,231.66460505375449,2.0867575776879987,163.19431306741657,-68.47029198633791,-41.95629780190466
User_43,BMW i3,85.0,Station_391,Houston,2024-01-02 18:00:00,2024-01-02 20:53:00,12.049319706245154,1.373881357931789,29.468944357780007,32.04209859904496,Night,Saturday,36.636852158024986,66.97610432369274,83.24522142563875,39.41613092437325,4.0,Level 1,Commuter,True,True,6.908707168131062,0.3849121673328422,2.6592454495532696,8.770276732180088,30.33925216566775,36.14795911873546,0.4342346443396236,122.37047549568898,86.22251637695352,70.46022827621609
User_44,Nissan Leaf,48.79648263973517,Station_335,San Francisco,2024-01-02 19:00:00,2024-01-02 19:45:00,77.0536063752363,3.030202685230273,8.388039538136447,6.364629693637992,Afternoon,Friday,15.144122471302746,84.3423268685863,144.01398119262163,22.069470800563764,1.0,DC Fast Charger,Casual Driver,True,True,1.869010263988179,0.04419452639896935,0.08260002345177025,25.428532141037554,69.19820439728355,566.3440068579868,3.932562673206639,211.70055235315382,-354.6434545048329,-167.52127028616587
User_46,Tesla Model 3,62.0,Station_27,Los Angeles,2024-01-02 21:00:00,2024-01-02 22:53:00,46.80719594482398,3.877992452581901,16.91833198373123,10.608875787751984,Evening,Saturday,49.29876550655081,90.97067522699976,210.17109719106028,-0.0390790306437483,1.0,DC Fast Charger,Commuter,True,True,4.490145007592607,0.050477329801955455,0.22665053040685576,12.069955400160861,41.67190972044895,344.03289019445623,1.636918181388691,308.95151287085866,-35.081377323597565,-11.354978325761278
User_47,Nissan Leaf,75.0,Station_282,San Francisco,2024-01-02 22:00:00,2024-01-03 01:06:00,67.47546614008147,2.1051170788531968,49.60079964847686,19.03070021272089,Night,Sunday,63.035941874368895,81.75095350359373,97.4539049287794,3.194124642496231,5.0,Level 1,Commuter,True,True,1.4442865015035484,0.19527899088937256,0.2820388105687552,32.05307050040182,18.71501162922484,202.4263984202444,2.0771502031466085,143.25724024530572,-59.16915817493867,-41.30273490793254
User_48,Hyundai Kona,62.0,Station_97,Chicago,2024-01-02 23:00:00,2024-01-02 23:37:00,30.71093402710381,1.6336686079712066,6.35266144526304,18.131831711875755,Morning,Wednesday,76.12005335845825,76.68243090588436,18.93451548845076,27.895176779200867,0.0,Level 2,Commuter,True,True,0.6165398770268654,0.9576073770113311,0.5904031344625852,18.79875384594835,0.5623775474261095,180.5802920793704,9.537096008055585,27.833737768022623,-152.74655431134778,-548.7820413643254
User_50,BMW i3,100.0,Station_36,New York,2024-01-03 01:00:00,2024-01-03 03:40:00,8.713190575944605,2.2095428234972503,49.2753455894196,9.644101413904608,Afternoon,Saturday,27.196196012553663,86.89391764029943,170.47505412270155,5.37807958403098,6.0,Level 2,Long-Distance Traveler,True,True,19.5651699152948,0.0565719217015948,1.1068392605264554,3.943435937644975,59.69772162774577,51.233560586554276,0.3005340625947435,250.59832956037133,199.36476897381704,79.5555059459358
User_51,BMW i3,85.0,Station_109,San Francisco,2024-01-03 02:00:00,2024-01-03 02:48:00,9.06588081544948,0.5123781829612861,40.17800199145749,24.50189331007889,Morning,Tuesday,13.873858113381532,93.62842306259267,226.2193631647091,30.69198380180764,2.6163324827383008,DC Fast Charger,Casual Driver,True,True,24.952827835459836,0.10831032749499517,2.702648954784886,17.693729196378513,79.75456494921114,66.63422399355368,0.29455579337405197,332.5424638521224,265.9082398585687,79.96219092693524
User_52,BMW i3,50.0,Station_55,Los Angeles,2024-01-03 03:00:00,2024-01-03 05:06:00,58.73397361690925,1.88926151834522,13.175727296302622,28.10231005717249,Morning,Saturday,83.86192690828396,71.37448250923295,57.38072425225101,1.941105156484872,3.0,Level 1,Commuter,True,True,0.9769596831046239,0.4897517489258609,0.4784677134305444,31.088323689752382,-12.487444399051014,176.20192085072776,3.0707510779426155,84.34966465080899,-91.85225619991877,-108.89463115255886
User_53,BMW i3,50.0,Station_192,Chicago,2024-01-03 04:00:00,2024-01-03 05:35:00,65.98624912728606,3.3138023577161824,46.27844331315938,18.84961040539716,Morning,Wednesday,17.38966714207173,73.4380396237612,234.9966615729484,-7.719425911074026,0.0,Level 2,Long-Distance Traveler,True,True,3.561297462440165,0.08021224760908276,0.28565967386684865,19.912548186115327,56.04837248168947,387.999144868442,1.651083646343623,345.44509251223417,-42.55405235620782,-12.318615397525365
User_54,Hyundai Kona,62.0,Station_219,Los Angeles,2024-01-03 05:00:00,2024-01-03 06:48:00,74.99970643372605,1.9113031543827848,35.92512612379792,34.08661865816688,Night,Tuesday,87.28930579942039,80.41641729522466,51.82835201742095,17.805383646122152,5.0,DC Fast Charger,Long-Distance Traveler,True,True,0.6910473984750779,0.6576828575739668,0.45449002774814495,39.24008928763874,-6.872888504195728,551.2478422878864,10.636028753192784,76.1876774656088,-475.06016482227767,-623.5393709654954
User_55,Chevy Bolt,100.0,Station_185,Houston,2024-01-03 06:00:00,2024-01-03 07:55:00,17.769436409407696,3.3140797633169585,34.45824193725993,9.798498137959154,Evening,Thursday,27.69749248619649,70.51026724863107,166.3114629994677,19.703359179359488,4.0,DC Fast Charger,Casual Driver,True,True,9.359411247923271,0.058916553082035694,0.5514242496048734,5.361801066496608,42.81277476243457,130.60535760914655,0.7853058066692888,244.47785060921754,113.87249300007099,46.57783628100077
User_56,Tesla Model 3,76.87610037599295,Station_69,New York,2024-01-03 07:00:00,2024-01-03 09:33:00,50.26893407436542,1.6783584198879236,36.303372348344666,38.94193996256931,Evening,Saturday,13.48827068689701,82.69521185847714,133.99209364319893,3.0428293410416227,0.0,DC Fast Charger,Casual Driver,True,True,2.665504970624154,0.2906286401216024,0.7746720848498696,29.951250864354854,69.20694117158013,369.4766654465858,2.757451245074559,196.96837765550245,-172.50828779108335,-87.5817173520108
User_57,BMW i3,69.88407424915135,Station_317,San Francisco,2024-01-03 08:00:00,2024-01-03 11:51:00,76.45046498743068,3.873449980578508,11.339063162639302,30.192234438786446,Evening,Wednesday,63.67446343632872,55.389776083986256,191.93791499432749,10.424645029884408,2.0,Level 2,Commuter,True,True,2.51061801947031,0.15730208614425525,0.3949254519740382,19.737047172611906,-8.284687352342466,449.5287341260924,2.3420528150437483,282.14873504166144,-167.37999908443095,-59.32332075127539
User_58,Nissan Leaf,62.0,Station_130,Houston,2024-01-03 09:00:00,2024-01-03 12:59:00,77.86372676031044,0.9179022472670976,47.15400980350788,28.30319111612704,Afternoon,Saturday,56.91742176324378,57.46568225034442,129.3894111090679,38.46677944602198,3.0,DC Fast Charger,Casual Driver,True,True,1.6617418211610917,0.21874426101428857,0.3634964866664211,84.82790732034574,0.5482604871006416,572.2983916882818,4.423069761140398,190.20243433032985,-382.0959573579519,-200.88909939730596
User_59,BMW i3,100.0,Station_55,Chicago,2024-01-03 10:00:00,2024-01-03 12:59:00,21.89299267514347,1.285283896923329,25.37395430520664,8.637821690612405,Morning,Saturday,80.22553380560572,64.66736188293022,148.41561166314776,5.073167724155329,7.0,DC Fast Charger,Casual Driver,True,True,6.779137684162,0.05820022296722585,0.39454732474375154,17.03358513053047,-15.558171922675498,160.9134961623045,1.0842086917885878,218.17094914482723,57.25745298252272,26.244306681048457
User_60,Nissan Leaf,100.0,Station_378,Houston,2024-01-03 11:00:00,2024-01-03 12:15:00,71.28000416235402,2.413754936898993,40.61639923013172,6.744728812226459,Evening,Wednesday,26.1565979508552,89.92458852765273,140.46521317115082,33.05773080632935,5.0,Level 2,Casual Driver,True,True,1.9706117419860707,0.04801707597174467,0.09462301372575727,29.53075437472915,63.76799057679753,419.1264244746416,2.983845003416996,206.48386336159174,-212.64256111304988,-102.98265329367318
User_61,Nissan Leaf,62.0,Station_97,Houston,2024-01-03 12:00:00,2024-01-03 14:22:00,21.82768817738645,2.082100007126398,26.50712322152529,36.06804149617966,Evening,Tuesday,33.255985091753644,51.50113226723436,48.044387156223145,38.65644395728205,7.0,Level 1,Casual Driver,True,True,2.2010753848864892,0.7507233129834564,1.6523986050683215,10.483496519224282,18.245147175480717,65.48306453215935,1.362970128419619,70.62524911964803,5.142184587488686,7.2809436449239
